sub_num,subgroup,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12
sub-1167,6,-0.04338666666666668,0.6898333333333334,0.19016,0.6481666666666667,0.6241666666666666,0.6494333333333334,0.26209333333333334,0.37447733333333333,0.3555,,,
sub-1169,6,-0.06869333333333334,0.22412,0.8781333333333334,0.6115666666666667,1.0256666666666667,1.0922666666666665,1.0938999999999999,1.4023,0.8555999999999999,0.9523999999999999,,
sub-1174,3,-0.18003333333333335,0.2942,0.25993666666666665,0.5334333333333333,0.29446666666666665,0.41830666666666666,0.7806333333333333,0.24013333333333334,0.48983333333333334,0.36293333333333333,0.25625000000000003,
sub-1176,3,-0.3087,-0.20417666666666667,-0.42543,-0.5077600000000001,-0.03157,0.10023333333333333,0.05019666666666667,-0.21236,-0.13069666666666668,-0.19479966666666668,,
sub-1178,6,-0.2682,-0.11384,-0.27374666666666664,-0.4698,-0.06011666666666667,0.2499333333333333,0.19336333333333333,0.15855,,,,
sub-1179,4,0.3703666666666667,0.20353333333333334,0.4225666666666667,0.1508,0.41873,0.5138166666666666,0.23223333333333337,0.11943333333333334,0.46166666666666667,,,
sub-1181,4,0.6339333333333333,0.48760000000000003,0.19296666666666665,0.6368999999999999,0.46656666666666663,0.8767,1.2449333333333332,0.9390666666666667,0.6672666666666666,0.8166666666666668,1.4197666666666666,
sub-1182,6,0.516,0.7518333333333334,0.09363999999999999,-0.0573,0.9910666666666668,0.8760666666666665,0.9835666666666666,0.21348366666666665,0.45733333333333337,,,
sub-1183,5,0.11464666666666667,0.2839026666666667,-0.016576666666666667,0.07386666666666665,0.31312,0.06402000000000001,0.22573333333333334,0.43333333333333335,0.2175733333333333,0.22374666666666665,0.20459666666666665,
sub-1185,6,0.21077333333333334,0.30343333333333333,0.5970666666666666,0.03373333333333334,0.23753666666666665,-0.1353,-0.03142,0.44816666666666666,0.03455333333333333,,,
sub-1189,3,-0.30563333333333337,0.7273,0.5759,0.4944,0.9463666666666667,0.17456666666666668,1.2373333333333332,1.0124333333333333,1.1330666666666664,,,
sub-1190,5,0.37598333333333334,0.3246,0.2503933333333333,0.3736,-0.10171666666666666,0.21281000000000003,0.3441,0.531,0.17844666666666664,0.22883666666666666,,
sub-1191,3,0.3789933333333333,-0.013463333333333327,0.4652333333333334,-0.05246666666666667,0.4674666666666667,0.0722,0.011583333333333333,-0.09739999999999999,0.17096666666666668,0.2461866666666667,0.22391999999999998,
sub-1193,5,0.034,0.5534666666666667,0.46166666666666667,0.26733333333333337,0.213,0.5978333333333333,0.26916666666666667,0.6622,0.5585,0.4192,,
sub-1197,4,0.21958333333333332,0.5472,-0.03405666666666666,0.6402666666666667,0.6396000000000001,-0.006033333333333335,0.39386666666666664,0.19463666666666668,0.6375000000000001,0.43872333333333335,,
sub-1198,4,0.41542666666666667,0.7312333333333333,1.0578333333333332,0.8117666666666666,0.8577666666666666,1.4775333333333334,0.6913,0.8921666666666667,1.2157333333333333,0.5629666666666666,0.755,
sub-1200,3,-0.16669333333333333,0.06126666666666667,-0.24243333333333336,-0.10091666666666665,0.4362,0.20153333333333334,0.18837666666666666,0.20706666666666665,0.23849333333333333,0.2849333333333333,-0.051326666666666666,
sub-1202,3,0.4121333333333333,-0.16654333333333335,-0.36250000000000004,-0.17644666666666664,-0.22640000000000002,-0.26234,0.1591,0.23626666666666665,0.3656,0.2758333333333333,-0.10176666666666667,
sub-1204,3,0.24880000000000002,0.36310666666666663,0.3461,0.1903,0.5537333333333333,0.4214333333333333,0.8076,0.2919933333333333,0.47373333333333334,0.5232,0.14286666666666667,
sub-1205,5,0.22607999999999998,0.5238,0.8642333333333333,0.6532,0.5446566666666667,0.37456666666666666,0.2828,0.9363666666666667,0.9936333333333334,0.6384666666666666,,
sub-1211,5,0.7645666666666667,0.7097333333333333,0.4227,0.3033766666666667,0.5531,0.45305666666666666,0.29350000000000004,0.6306333333333334,0.3148766666666667,,,
